FECHA_CORTE,ESTADO_DEPTO,ETNIA,SEXO,CICLO_VITAL,DISCAPACIDAD,EVENTOS
2019-04-30,Huila,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,SI,42
2019-04-30,La Guajira,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,SI,1
2019-04-30,Cordoba,Indigena,Mujer,entre 18 y 28,SI,10
2019-04-30,Cesar,Indigena,Hombre,ND,SI,1
2019-04-30,Valle del Cauca,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,NO,27961
2019-04-30,Putumayo,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,419
2019-04-30,Amazonas,Indigena,Mujer,entre 6 y 11,NO,46
2019-04-30,Guainia,Indigena,Hombre,entre 61 y 100,SI,12
2019-04-30,Cundinamarca,Indigena,Mujer,entre 18 y 28,SI,2
2019-04-30,Cordoba,Gitano(a) ROM,Mujer,entre 29 y 60,NO,395
2019-04-30,Cordoba,Palenquero,Hombre,entre 18 y 28,NO,2
2019-04-30,Risaralda,Ninguna,Mujer,entre 29 y 60,NO,16952
2019-04-30,Meta,Ninguna,LGBTI,entre 6 y 11,SI,1
2019-04-30,Cordoba,Indigena,Hombre,entre 29 y 60,NO,1442
2019-04-30,Cauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,SI,4
2019-04-30,Cauca,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,NO,4933
2019-04-30,Cesar,Palenquero,Hombre,entre 61 y 100,SI,2
2019-04-30,Tolima,Indigena,LGBTI,entre 18 y 28,NO,2
2019-04-30,Choco,Gitano(a) ROM,Mujer,entre 6 y 11,NO,9
2019-04-30,Vichada,Indigena,Hombre,entre 18 y 28,SI,11
2019-04-30,Bolivar,Palenquero,Mujer,entre 12 y 17,SI,1
2019-04-30,Valle del Cauca,Ninguna,Hombre,ND,SI,80
2019-04-30,Cauca,Indigena,Hombre,entre 6 y 11,SI,21
2019-04-30,Bolivar,Indigena,Mujer,entre 61 y 100,NO,264
2019-04-30,Huila,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,11
2019-04-30,Nariño,Ninguna,LGBTI,entre 6 y 11,NO,3
2019-04-30,Meta,Ninguna,Mujer,ND,NO,2689
2019-04-30,Bolivar,Palenquero,Mujer,entre 61 y 100,SI,20
2019-04-30,Meta,Negro(a) o Afrocolombiano(a),LGBTI,entre 18 y 28,NO,3
2019-04-30,Choco,Ninguna,Hombre,entre 0 y 5,NO,8343
2019-04-30,Vaupes,Indigena,Mujer,entre 61 y 100,SI,21
2019-04-30,Meta,Indigena,Hombre,entre 12 y 17,NO,263
2019-04-30,Bogota D.C.,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,SI,1
2019-04-30,Cauca,Indigena,Hombre,entre 12 y 17,NO,3850
2019-04-30,Arauca,Palenquero,Mujer,entre 29 y 60,NO,4
2019-04-30,Norte De Santander,Palenquero,Mujer,entre 29 y 60,NO,5
2019-04-30,Risaralda,Ninguna,Mujer,entre 18 y 28,SI,119
2019-04-30,Quindio,Ninguna,Mujer,entre 12 y 17,SI,31
2019-04-30,Quindio,Gitano(a) ROM,Hombre,entre 18 y 28,NO,25
2019-04-30,Magdalena,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,72
2019-04-30,Caldas,Indigena,Mujer,entre 6 y 11,NO,58
2019-04-30,Valle del Cauca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,SI,1
2019-04-30,Huila,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,NO,2
2019-04-30,Caqueta,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,SI,1
2019-04-30,Caldas,Ninguna,Hombre,entre 29 y 60,NO,35907
2019-04-30,Guainia,Ninguna,Mujer,entre 18 y 28,SI,13
2019-04-30,Sucre,Negro(a) o Afrocolombiano(a),LGBTI,ND,SI,1
2019-04-30,Cauca,Indigena,Hombre,ND,SI,4
2019-04-30,Tolima,Ninguna,Hombre,entre 29 y 60,SI,4124
2019-04-30,Bogota D.C.,Gitano(a) ROM,Mujer,entre 6 y 11,NO,1
2019-04-30,Magdalena,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,31
2019-04-30,Nariño,Raizal del Archipielago de San Andres y Providencia,Hombre,ND,NO,1
2019-04-30,Cesar,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,SI,4
2019-04-30,Vichada,Gitano(a) ROM,Hombre,entre 18 y 28,NO,20
2019-04-30,Magdalena,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,NO,2076
2019-04-30,Boyaca,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,42
2019-04-30,Magdalena,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,NO,39
2019-04-30,Guaviare,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,NO,393
2019-04-30,Nariño,Indigena,Mujer,entre 12 y 17,NO,1847
2019-04-30,Bolivar,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,110
2019-04-30,Atlantico,Ninguna,Mujer,entre 12 y 17,NO,1514
2019-04-30,Huila,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,14
2019-04-30,Atlantico,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,NO,359
2019-04-30,Vaupes,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,32
2019-04-30,Cordoba,Indigena,Mujer,entre 61 y 100,NO,319
2019-04-30,Guainia,Indigena,Hombre,entre 0 y 5,NO,23
2019-04-30,Santander,Indigena,Hombre,entre 18 y 28,NO,108
2019-04-30,Choco,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,SI,6
2019-04-30,Sucre,Gitano(a) ROM,Hombre,entre 6 y 11,SI,1
2019-04-30,Huila,Indigena,Hombre,entre 18 y 28,NO,250
2019-04-30,Nariño,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,SI,19
2019-04-30,Putumayo,Ninguna,Hombre,entre 12 y 17,NO,17173
2019-04-30,Bolivar,Palenquero,Hombre,entre 61 y 100,NO,47
2019-04-30,Cesar,Palenquero,Mujer,entre 18 y 28,NO,1
2019-04-30,Tolima,Gitano(a) ROM,Mujer,entre 29 y 60,SI,57
2019-04-30,Bolivar,Ninguna,LGBTI,entre 61 y 100,NO,23
2019-04-30,Tolima,Ninguna,LGBTI,entre 18 y 28,SI,2
2019-04-30,Caldas,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,NO,16
2019-04-30,Valle del Cauca,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,SI,12
2019-04-30,Cesar,Gitano(a) ROM,Mujer,entre 29 y 60,SI,28
2019-04-30,Magdalena,Indigena,Hombre,entre 12 y 17,SI,4
2019-04-30,Valle del Cauca,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,13690
2019-04-30,Antioquia,Gitano(a) ROM,Hombre,entre 61 y 100,NO,260
2019-04-30,Norte De Santander,Ninguna,Mujer,ND,NO,3770
2019-04-30,Cesar,Ninguna,Hombre,ND,NO,5027
2019-04-30,Atlantico,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,215
2019-04-30,Caldas,Ninguna,Hombre,entre 61 y 100,NO,11535
2019-04-30,Magdalena,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,SI,494
2019-04-30,Cauca,Ninguna,Mujer,entre 18 y 28,NO,40880
2019-04-30,Vaupes,Indigena,Hombre,entre 61 y 100,NO,199
2019-04-30,Antioquia,Indigena,Hombre,entre 29 y 60,NO,3213
2019-04-30,Cauca,Indigena,Hombre,ND,NO,213
2019-04-30,Cesar,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,NO,2433
2019-04-30,Casanare,Ninguna,Mujer,entre 12 y 17,NO,3766
2019-04-30,Guaviare,Palenquero,Mujer,entre 29 y 60,NO,3
2019-04-30,Risaralda,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,13
2019-04-30,Bolivar,Palenquero,Mujer,entre 12 y 17,NO,48
2019-04-30,Choco,Ninguna,Mujer,entre 0 y 5,NO,7995
2019-04-30,Arauca,Indigena,Hombre,entre 0 y 5,NO,25
2019-04-30,Huila,Ninguna,Hombre,entre 6 y 11,SI,197
2019-04-30,Sucre,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,6437
2019-04-30,Boyaca,Indigena,Hombre,entre 12 y 17,NO,16
2019-04-30,Valle del Cauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,61
2019-04-30,La Guajira,Indigena,Hombre,entre 12 y 17,SI,16
2019-04-30,Guainia,Indigena,Hombre,entre 61 y 100,NO,117
2019-04-30,Risaralda,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,12
2019-04-30,Antioquia,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,SI,6
2019-04-30,Atlantico,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,NO,69
2019-04-30,La Guajira,Ninguna,Mujer,entre 0 y 5,SI,11
2019-04-30,Huila,Ninguna,Mujer,entre 12 y 17,SI,233
2019-04-30,Huila,Indigena,Mujer,entre 6 y 11,NO,32
2019-04-30,Magdalena,Indigena,Mujer,entre 29 y 60,NO,945
2019-04-30,Guainia,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,6
2019-04-30,Meta,Ninguna,Mujer,entre 18 y 28,NO,31084
2019-04-30,Risaralda,Ninguna,LGBTI,entre 12 y 17,NO,2
2019-04-30,Cauca,Ninguna,LGBTI,entre 18 y 28,NO,49
2019-04-30,Cordoba,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,147
2019-04-30,La Guajira,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,353
2019-04-30,Risaralda,Indigena,Mujer,entre 61 y 100,NO,210
2019-04-30,Atlantico,Indigena,Hombre,entre 18 y 28,NO,20
2019-04-30,Cauca,Ninguna,Hombre,entre 6 y 11,SI,283
2019-04-30,Caqueta,Indigena,Mujer,entre 18 y 28,SI,33
2019-04-30,Antioquia,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,1284
2019-04-30,Putumayo,Ninguna,Hombre,entre 61 y 100,SI,2195
2019-04-30,Putumayo,Indigena,Hombre,entre 0 y 5,SI,1
2019-04-30,Antioquia,Ninguna,LGBTI,entre 18 y 28,SI,32
2019-04-30,Archip.De San Andres Providencia y Santa Catalina,Ninguna,LGBTI,entre 29 y 60,NO,1
2019-04-30,La Guajira,Indigena,Mujer,ND,NO,152
2019-04-30,Antioquia,Ninguna,Mujer,entre 0 y 5,NO,32982
2019-04-30,Magdalena,Negro(a) o Afrocolombiano(a),Mujer,ND,NO,331
2019-04-30,Cordoba,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,SI,1
2019-04-30,Vichada,Ninguna,Mujer,entre 0 y 5,NO,841
2019-04-30,Sucre,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,92
2019-04-30,Sucre,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,NO,13
2019-04-30,Nariño,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,2547
2019-04-30,Guaviare,Ninguna,Mujer,entre 18 y 28,NO,11116
2019-04-30,Huila,Palenquero,Hombre,entre 29 y 60,NO,3
2019-04-30,Putumayo,Palenquero,Hombre,entre 18 y 28,NO,2
2019-04-30,Casanare,Palenquero,Hombre,ND,NO,2
2019-04-30,Caqueta,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,NO,4
2019-04-30,Arauca,Gitano(a) ROM,Mujer,entre 18 y 28,NO,89
2019-04-30,Sucre,Indigena,Hombre,entre 6 y 11,NO,125
2019-04-30,Choco,Ninguna,Mujer,entre 29 y 60,SI,1291
2019-04-30,Huila,Gitano(a) ROM,Hombre,entre 18 y 28,SI,8
2019-04-30,Guaviare,Ninguna,Mujer,entre 61 y 100,SI,577
2019-04-30,Valle del Cauca,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,552
2019-04-30,Caqueta,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,167
2019-04-30,Bolivar,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,SI,13
2019-04-30,Guainia,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,1
2019-04-30,Magdalena,Palenquero,Mujer,entre 61 y 100,NO,13
2019-04-30,Choco,Ninguna,Hombre,entre 61 y 100,SI,908
2019-04-30,Risaralda,Ninguna,Hombre,entre 29 y 60,SI,836
2019-04-30,La Guajira,Ninguna,Mujer,entre 6 y 11,SI,61
2019-04-30,Casanare,Ninguna,Mujer,entre 18 y 28,NO,8681
2019-04-30,Meta,Indigena,Hombre,entre 0 y 5,NO,23
2019-04-30,Atlantico,Gitano(a) ROM,Hombre,entre 61 y 100,NO,9
2019-04-30,Atlantico,Ninguna,LGBTI,entre 18 y 28,SI,4
2019-04-30,Putumayo,Ninguna,Hombre,ND,SI,38
2019-04-30,Nariño,Indigena,Mujer,entre 6 y 11,NO,961
2019-04-30,Boyaca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,4
2019-04-30,Archip.De San Andres Providencia y Santa Catalina,Ninguna,Hombre,entre 61 y 100,NO,7
2019-04-30,Caldas,Indigena,Mujer,entre 18 y 28,SI,7
2019-04-30,Risaralda,Ninguna,Mujer,ND,SI,9
2019-04-30,Guainia,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,NO,17
2019-04-30,Putumayo,Indigena,Mujer,entre 61 y 100,SI,169
2019-04-30,Arauca,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,152
2019-04-30,Cundinamarca,Ninguna,Mujer,entre 61 y 100,NO,9890
2019-04-30,Nariño,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,52
2019-04-30,Casanare,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,8
2019-04-30,Atlantico,Ninguna,LGBTI,entre 18 y 28,NO,11
2019-04-30,Atlantico,Indigena,Mujer,entre 29 y 60,NO,57
2019-04-30,Boyaca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,7
2019-04-30,Nariño,Ninguna,Hombre,entre 12 y 17,NO,20480
2019-04-30,Tolima,Indigena,LGBTI,entre 29 y 60,NO,2
2019-04-30,Choco,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,SI,20
2019-04-30,Quindio,Ninguna,LGBTI,entre 61 y 100,NO,1
2019-04-30,Nariño,Palenquero,Mujer,ND,NO,5
2019-04-30,Sucre,Ninguna,Mujer,entre 18 y 28,SI,340
2019-04-30,Norte De Santander,Ninguna,Hombre,ND,SI,50
2019-04-30,Cesar,Indigena,LGBTI,entre 29 y 60,NO,2
2019-04-30,Norte De Santander,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,NO,290
2019-04-30,Atlantico,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,6
2019-04-30,Putumayo,Ninguna,Mujer,entre 6 y 11,SI,133
2019-04-30,Boyaca,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,NO,37
2019-04-30,Nariño,Gitano(a) ROM,Hombre,entre 6 y 11,NO,19
2019-04-30,Putumayo,Ninguna,Mujer,ND,NO,1463
2019-04-30,Risaralda,Ninguna,Mujer,entre 61 y 100,NO,4563
2019-04-30,Tolima,Indigena,Mujer,entre 18 y 28,NO,1222
2019-04-30,Caldas,Indigena,Hombre,entre 6 y 11,NO,65
2019-04-30,Bogota D.C.,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,4
2019-04-30,Choco,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,53
2019-04-30,Huila,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,7
2019-04-30,Huila,Gitano(a) ROM,Hombre,entre 12 y 17,SI,2
2019-04-30,La Guajira,Indigena,Hombre,entre 6 y 11,NO,390
2019-04-30,Valle del Cauca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,162
2019-04-30,Norte De Santander,Indigena,Hombre,entre 6 y 11,SI,1
2019-04-30,Bogota D.C.,Ninguna,Hombre,entre 6 y 11,NO,842
2019-04-30,Magdalena,Ninguna,Hombre,entre 18 y 28,SI,865
2019-04-30,Arauca,Indigena,Mujer,entre 6 y 11,NO,95
2019-04-30,Choco,Indigena,Hombre,entre 6 y 11,SI,52
2019-04-30,Valle del Cauca,Gitano(a) ROM,Hombre,entre 12 y 17,NO,46
2019-04-30,Sucre,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,SI,2
2019-04-30,Guainia,Ninguna,Mujer,entre 29 y 60,NO,988
2019-04-30,Choco,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,196
2019-04-30,Caldas,Gitano(a) ROM,Mujer,entre 29 y 60,NO,156
2019-04-30,Vaupes,Ninguna,No Informa,entre 61 y 100,NO,1
2019-04-30,Vaupes,Indigena,Mujer,entre 18 y 28,SI,6
2019-04-30,Magdalena,Gitano(a) ROM,Mujer,ND,NO,1
2019-04-30,Choco,Palenquero,Hombre,entre 0 y 5,NO,1
2019-04-30,Boyaca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,SI,1
2019-04-30,Cauca,Ninguna,Mujer,entre 12 y 17,NO,20424
2019-04-30,Sucre,Indigena,LGBTI,entre 29 y 60,NO,2
2019-04-30,Guaviare,Negro(a) o Afrocolombiano(a),Mujer,ND,SI,1
2019-04-30,Bolivar,Indigena,Mujer,entre 12 y 17,SI,5
2019-04-30,Valle del Cauca,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,41051
2019-04-30,Bolivar,Gitano(a) ROM,Hombre,entre 0 y 5,NO,1
2019-04-30,Huila,Indigena,Hombre,entre 29 y 60,NO,362
2019-04-30,Norte De Santander,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,SI,18
2019-04-30,Magdalena,Gitano(a) ROM,Hombre,entre 61 y 100,NO,34
2019-04-30,Bogota D.C.,Ninguna,LGBTI,entre 61 y 100,SI,1
2019-04-30,Caldas,Gitano(a) ROM,Mujer,entre 61 y 100,SI,1
2019-04-30,Guaviare,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,245
2019-04-30,Bogota D.C.,Ninguna,Hombre,entre 12 y 17,SI,54
2019-04-30,Risaralda,Palenquero,Hombre,entre 61 y 100,SI,4
2019-04-30,Quindio,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,NO,62
2019-04-30,Cundinamarca,Gitano(a) ROM,Hombre,entre 18 y 28,SI,2
2019-04-30,La Guajira,Ninguna,LGBTI,entre 29 y 60,NO,39
2019-04-30,Huila,Indigena,Hombre,entre 18 y 28,SI,11
2019-04-30,Boyaca,Ninguna,LGBTI,entre 18 y 28,NO,11
2019-04-30,Vichada,Negro(a) o Afrocolombiano(a),Mujer,ND,NO,1
2019-04-30,Valle del Cauca,Ninguna,Mujer,entre 0 y 5,NO,8391
2019-04-30,Cordoba,Ninguna,Mujer,entre 29 y 60,SI,2127
2019-04-30,Santander,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,NO,253
2019-04-30,Caqueta,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,13
2019-04-30,Antioquia,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,129
2019-04-30,Valle del Cauca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,580
2019-04-30,Sucre,Ninguna,Hombre,entre 0 y 5,NO,5729
2019-04-30,Boyaca,Indigena,Mujer,entre 6 y 11,NO,9
2019-04-30,Amazonas,Ninguna,Hombre,entre 61 y 100,NO,104
2019-04-30,Cauca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,SI,3
2019-04-30,Nariño,Ninguna,Hombre,entre 61 y 100,SI,3414
2019-04-30,Vaupes,Gitano(a) ROM,Hombre,entre 29 y 60,NO,3
2019-04-30,Cordoba,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,NO,1
2019-04-30,Valle del Cauca,Negro(a) o Afrocolombiano(a),LGBTI,entre 61 y 100,NO,1
2019-04-30,Quindio,Ninguna,Mujer,entre 6 y 11,NO,875
2019-04-30,Cauca,Indigena,Hombre,entre 29 y 60,SI,854
2019-04-30,Cundinamarca,Indigena,Hombre,entre 29 y 60,NO,150
2019-04-30,Nariño,Palenquero,Hombre,entre 29 y 60,SI,2
2019-04-30,Atlantico,Gitano(a) ROM,Mujer,entre 18 y 28,SI,2
2019-04-30,Putumayo,Palenquero,Mujer,entre 29 y 60,NO,10
2019-04-30,Cordoba,Indigena,Mujer,entre 61 y 100,SI,23
2019-04-30,Guaviare,Ninguna,Mujer,entre 6 y 11,NO,4701
2019-04-30,Boyaca,Ninguna,Mujer,entre 18 y 28,SI,94
2019-04-30,Caqueta,Ninguna,Mujer,entre 29 y 60,NO,81967
2019-04-30,Valle del Cauca,Ninguna,Mujer,entre 18 y 28,NO,42450
2019-04-30,Santander,Ninguna,Mujer,entre 61 y 100,NO,11877
2019-04-30,Quindio,Ninguna,Mujer,entre 6 y 11,SI,13
2019-04-30,Arauca,Ninguna,Hombre,ND,NO,1902
2019-04-30,Guainia,Ninguna,Hombre,entre 18 y 28,SI,11
2019-04-30,Cauca,Gitano(a) ROM,Mujer,ND,SI,1
2019-04-30,Risaralda,Ninguna,Mujer,entre 61 y 100,SI,620
2019-04-30,Vichada,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,10
2019-04-30,Sucre,Gitano(a) ROM,Hombre,entre 29 y 60,SI,2
2019-04-30,Valle del Cauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,SI,10
2019-04-30,La Guajira,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,5
2019-04-30,Santander,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,SI,2
2019-04-30,Caldas,Indigena,Hombre,entre 29 y 60,SI,37
2019-04-30,Tolima,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,SI,54
2019-04-30,Arauca,Gitano(a) ROM,Hombre,entre 12 y 17,NO,45
2019-04-30,Atlantico,Palenquero,Mujer,entre 29 y 60,NO,2
2019-04-30,Santander,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,12
2019-04-30,Bogota D.C.,Ninguna,Mujer,entre 12 y 17,SI,36
2019-04-30,Vaupes,Ninguna,Mujer,entre 61 y 100,NO,442
2019-04-30,Cauca,Indigena,Mujer,ND,NO,194
2019-04-30,Arauca,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,NO,168
2019-04-30,Guainia,Ninguna,Mujer,ND,NO,31
2019-04-30,Cundinamarca,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,SI,34
2019-04-30,Vichada,Ninguna,Hombre,entre 6 y 11,SI,4
2019-04-30,Santander,Indigena,Mujer,ND,NO,11
2019-04-30,Risaralda,Ninguna,Hombre,ND,SI,17
2019-04-30,Arauca,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,7
2019-04-30,Tolima,Indigena,Mujer,ND,NO,14
2019-04-30,Magdalena,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,NO,5478
2019-04-30,Bolivar,Ninguna,Hombre,ND,SI,106
2019-04-30,Atlantico,Ninguna,Mujer,entre 18 y 28,NO,2913
2019-04-30,Bolivar,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,NO,3139
2019-04-30,Cesar,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,17
2019-04-30,Magdalena,Gitano(a) ROM,Mujer,entre 12 y 17,NO,58
2019-04-30,Boyaca,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,160
2019-04-30,Magdalena,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,40
2019-04-30,Caldas,Ninguna,No Informa,entre 18 y 28,NO,1
2019-04-30,Nariño,Indigena,LGBTI,entre 12 y 17,NO,1
2019-04-30,Meta,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,SI,10
2019-04-30,Cesar,Ninguna,LGBTI,entre 61 y 100,SI,8
2019-04-30,Cordoba,Gitano(a) ROM,Hombre,entre 61 y 100,SI,8
2019-04-30,Bolivar,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,131
2019-04-30,Quindio,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,NO,13
2019-04-30,Sucre,Indigena,Mujer,entre 18 y 28,NO,682
2019-04-30,Bogota D.C.,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,3
2019-04-30,Magdalena,Ninguna,Hombre,entre 61 y 100,NO,26673
2019-04-30,Magdalena,Gitano(a) ROM,Hombre,entre 6 y 11,NO,15
2019-04-30,Bogota D.C.,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,SI,9
2019-04-30,Atlantico,Gitano(a) ROM,Hombre,entre 18 y 28,NO,15
2019-04-30,Putumayo,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,SI,2
2019-04-30,Boyaca,Palenquero,Mujer,entre 18 y 28,NO,1
2019-04-30,Cordoba,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,759
2019-04-30,Bolivar,Ninguna,LGBTI,entre 29 y 60,SI,20
2019-04-30,Tolima,Ninguna,No Informa,ND,NO,1
2019-04-30,Bolivar,Ninguna,Hombre,entre 29 y 60,NO,117878
2019-04-30,Arauca,Palenquero,Mujer,entre 18 y 28,SI,1
2019-04-30,Meta,Palenquero,Hombre,entre 12 y 17,NO,1
2019-04-30,Norte De Santander,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,SI,3
2019-04-30,Putumayo,Indigena,Hombre,ND,NO,56
2019-04-30,Atlantico,Indigena,Hombre,entre 29 y 60,NO,39
2019-04-30,Boyaca,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,5
2019-04-30,Bolivar,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,NO,1281
2019-04-30,Amazonas,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,SI,2
2019-04-30,La Guajira,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,NO,1
2019-04-30,La Guajira,Ninguna,Mujer,ND,SI,15
2019-04-30,Guaviare,Gitano(a) ROM,Mujer,entre 18 y 28,SI,2
2019-04-30,Cesar,Indigena,Hombre,entre 61 y 100,SI,96
2019-04-30,Risaralda,Indigena,Mujer,ND,NO,39
2019-04-30,Nariño,Indigena,Hombre,entre 0 y 5,SI,4
2019-04-30,Sucre,Indigena,Mujer,entre 61 y 100,NO,372
2019-04-30,Arauca,Ninguna,LGBTI,entre 29 y 60,NO,79
2019-04-30,Vaupes,Ninguna,Mujer,entre 29 y 60,NO,2146
2019-04-30,Magdalena,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,9453
2019-04-30,Cauca,Ninguna,LGBTI,entre 29 y 60,NO,106
2019-04-30,Cauca,Ninguna,Hombre,entre 18 y 28,NO,38812
2019-04-30,Vichada,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,1
