FECHA_CORTE,COD_ESTADO_DEPTO,ESTADO_DEPTO,ETNIA,SEXO,CICLO_VITAL,DISCAPACIDAD,PER_OCU,PER_DECLA,PER_UBIC,PER_SA,EVENTOS
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,entre 6 y 11,SI,1,1,42,30,1
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,entre 18 y 28,NO,121,255,12700,10061,127
2019-04-30,0,SIN DEFINIR,Ninguna,Hombre,entre 12 y 17,NO,2413,1283,97352,68405,2439
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 0 y 5,NO,,,5,4,
2019-04-30,0,SIN DEFINIR,Palenquero,Hombre,ND,SI,,,1,,
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,39,169,152,85,39
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,SI,,2,12,6,
2019-04-30,0,SIN DEFINIR,Palenquero,Hombre,entre 29 y 60,NO,5,50,82,39,5
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,NO,1067,718,6183,1461,1124
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),LGBTI,entre 18 y 28,SI,,2,,,
2019-04-30,0,SIN DEFINIR,Ninguna,Mujer,entre 18 y 28,SI,88,216,2831,2199,91
2019-04-30,0,SIN DEFINIR,Palenquero,Mujer,entre 6 y 11,SI,,,1,1,
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,entre 0 y 5,NO,8,7,2641,2138,9
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Mujer,entre 18 y 28,NO,14,15,1202,946,14
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,SI,,3,11,1,
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,125,531,376,240,135
2019-04-30,0,SIN DEFINIR,Ninguna,Mujer,entre 29 y 60,SI,1818,1554,3695,2290,1905
2019-04-30,0,SIN DEFINIR,Indigena,Mujer,entre 61 y 100,SI,42,80,276,127,43
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Mujer,entre 61 y 100,SI,6,1,32,9,6
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,entre 12 y 17,SI,1,1,98,66,1
2019-04-30,0,SIN DEFINIR,Ninguna,No Informa,entre 29 y 60,NO,,,3,3,
2019-04-30,0,SIN DEFINIR,Ninguna,Hombre,entre 6 y 11,SI,19,19,616,451,20
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Hombre,entre 61 y 100,SI,11,1,52,16,11
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,SI,,,3,3,
2019-04-30,0,SIN DEFINIR,Ninguna,LGBTI,entre 0 y 5,NO,,,8,8,
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,SI,,,4,3,
2019-04-30,0,SIN DEFINIR,Palenquero,LGBTI,entre 61 y 100,NO,,1,,,
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),LGBTI,ND,NO,,,2,,
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,SI,1,6,134,49,1
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,SI,176,213,935,214,190
2019-04-30,0,SIN DEFINIR,Indigena,Mujer,entre 61 y 100,NO,262,366,2357,1368,271
2019-04-30,0,SIN DEFINIR,Palenquero,Hombre,entre 0 y 5,NO,,,39,23,
2019-04-30,0,SIN DEFINIR,Ninguna,Mujer,entre 0 y 5,SI,2,6,94,67,2
2019-04-30,0,SIN DEFINIR,Ninguna,Hombre,entre 29 y 60,NO,49876,37200,388966,149373,50712
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,entre 29 y 60,NO,596,1916,10498,7533,608
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Hombre,entre 29 y 60,NO,95,51,1183,794,96
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),LGBTI,entre 61 y 100,SI,,2,1,1,
2019-04-30,0,SIN DEFINIR,Palenquero,Mujer,entre 6 y 11,NO,,,43,20,
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Hombre,ND,SI,,,2,,
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Hombre,entre 6 y 11,NO,,1,94,71,
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 0 y 5,NO,,1,3,1,
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Hombre,entre 18 y 28,SI,1,,18,12,1
2019-04-30,0,SIN DEFINIR,Ninguna,Hombre,entre 18 y 28,SI,116,329,4055,3158,118
2019-04-30,0,SIN DEFINIR,Ninguna,Mujer,entre 0 y 5,NO,534,206,30947,26302,542
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,ND,SI,,,22,3,
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,entre 61 y 100,NO,185,461,2394,1298,190
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),LGBTI,entre 18 y 28,NO,,4,8,4,
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,SI,5,17,18,4,5
2019-04-30,0,SIN DEFINIR,Palenquero,Hombre,entre 29 y 60,SI,,,2,1,
2019-04-30,0,SIN DEFINIR,Palenquero,Hombre,entre 18 y 28,NO,,5,64,38,
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,SI,140,161,784,158,147
2019-04-30,0,SIN DEFINIR,Indigena,Mujer,entre 29 y 60,SI,47,126,215,167,48
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Hombre,entre 12 y 17,NO,10,2,597,453,11
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,SI,,1,,,
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),LGBTI,entre 12 y 17,NO,,2,6,3,
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,5,57,431,270,8
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,entre 29 y 60,SI,50,170,277,208,52
2019-04-30,0,SIN DEFINIR,Indigena,LGBTI,entre 12 y 17,NO,1,,4,4,1
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,1,4,96,66,1
2019-04-30,0,SIN DEFINIR,Indigena,Mujer,entre 6 y 11,SI,1,1,48,34,2
2019-04-30,0,SIN DEFINIR,Indigena,LGBTI,entre 18 y 28,NO,,2,2,2,
2019-04-30,0,SIN DEFINIR,Ninguna,LGBTI,entre 6 y 11,SI,,,1,1,
2019-04-30,0,SIN DEFINIR,Palenquero,Mujer,entre 61 y 100,NO,4,8,9,5,4
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,NO,,4,20,3,
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,3375,3384,17754,6820,3502
2019-04-30,0,SIN DEFINIR,Ninguna,Mujer,entre 29 y 60,NO,48893,25642,214563,113643,50353
2019-04-30,0,SIN DEFINIR,Palenquero,Mujer,entre 18 y 28,NO,1,5,51,32,1
2019-04-30,0,SIN DEFINIR,Palenquero,Mujer,entre 29 y 60,NO,9,43,48,29,9
2019-04-30,0,SIN DEFINIR,Ninguna,Hombre,entre 6 y 11,NO,1548,485,61565,48459,1582
2019-04-30,0,SIN DEFINIR,Indigena,LGBTI,entre 0 y 5,NO,,,1,1,
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Mujer,entre 12 y 17,SI,,,4,4,
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,10,37,1938,1030,12
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,NO,4,12,10,8,4
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Hombre,entre 0 y 5,NO,,,4,2,
2019-04-30,0,SIN DEFINIR,Ninguna,LGBTI,entre 18 y 28,NO,3,20,103,81,3
2019-04-30,0,SIN DEFINIR,Ninguna,Mujer,entre 61 y 100,SI,2121,922,6720,1762,2227
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,entre 0 y 5,SI,,,8,5,
2019-04-30,0,SIN DEFINIR,Indigena,Mujer,entre 12 y 17,SI,,5,86,69,
2019-04-30,0,SIN DEFINIR,Indigena,LGBTI,entre 18 y 28,SI,,,1,1,
2019-04-30,0,SIN DEFINIR,Ninguna,LGBTI,entre 61 y 100,SI,1,4,4,2,1
2019-04-30,0,SIN DEFINIR,Ninguna,LGBTI,entre 61 y 100,NO,6,9,19,8,7
2019-04-30,0,SIN DEFINIR,Ninguna,No Informa,entre 0 y 5,NO,,,5,3,
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,NO,312,670,35862,21662,328
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,1,14,104,72,1
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,ND,NO,6,23,2215,369,8
2019-04-30,0,SIN DEFINIR,Indigena,Mujer,entre 18 y 28,SI,,15,145,119,
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,entre 61 y 100,SI,29,100,302,149,29
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,SI,1,8,175,90,1
2019-04-30,0,SIN DEFINIR,Palenquero,Hombre,entre 12 y 17,NO,,1,42,26,
2019-04-30,0,SIN DEFINIR,Palenquero,Mujer,ND,NO,,,1,,
2019-04-30,0,SIN DEFINIR,Ninguna,No Informa,entre 18 y 28,NO,,,5,3,
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Mujer,entre 0 y 5,NO,,,3,1,
2019-04-30,0,SIN DEFINIR,Indigena,Hombre,entre 12 y 17,NO,53,49,7246,5861,55
2019-04-30,0,SIN DEFINIR,Indigena,Mujer,entre 18 y 28,NO,93,255,11052,8634,95
2019-04-30,0,SIN DEFINIR,Palenquero,Hombre,entre 61 y 100,NO,1,16,21,8,1
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,NO,814,742,6001,1476,847
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Hombre,entre 29 y 60,SI,5,7,36,23,5
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,29,246,253,75,30
2019-04-30,0,SIN DEFINIR,Ninguna,LGBTI,entre 18 y 28,SI,1,2,2,2,1
2019-04-30,0,SIN DEFINIR,Palenquero,Hombre,entre 6 y 11,SI,,,1,,
2019-04-30,0,SIN DEFINIR,Palenquero,Hombre,entre 18 y 28,SI,,1,1,1,
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Mujer,entre 18 y 28,SI,,2,23,17,
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,SI,,,2,1,
2019-04-30,0,SIN DEFINIR,Ninguna,Mujer,ND,SI,11,25,818,173,12
2019-04-30,0,SIN DEFINIR,Ninguna,Hombre,ND,SI,17,35,957,193,17
2019-04-30,0,SIN DEFINIR,Ninguna,No Informa,entre 6 y 11,NO,,,1,,
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Mujer,entre 6 y 11,NO,3,2,91,75,3
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Mujer,ND,SI,,,1,,
2019-04-30,0,SIN DEFINIR,Indigena,Mujer,ND,SI,,,17,4,
2019-04-30,0,SIN DEFINIR,Gitano(a) ROM,Hombre,entre 12 y 17,SI,,1,11,9,
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,LGBTI,entre 61 y 100,NO,1,,,,1
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,7,91,260,211,8
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Mujer,ND,NO,34,42,5590,611,35
2019-04-30,0,SIN DEFINIR,Ninguna,Hombre,entre 61 y 100,SI,1752,1051,7949,1786,1830
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Hombre,ND,NO,,10,27,5,
2019-04-30,0,SIN DEFINIR,Ninguna,LGBTI,entre 6 y 11,NO,1,1,35,13,1
2019-04-30,0,SIN DEFINIR,Ninguna,LGBTI,entre 12 y 17,NO,,2,27,19,
2019-04-30,0,SIN DEFINIR,Indigena,Mujer,entre 0 y 5,NO,5,4,2531,2020,5
2019-04-30,0,SIN DEFINIR,Ninguna,Mujer,entre 61 y 100,NO,18361,7736,78949,27510,19047
2019-04-30,0,SIN DEFINIR,Ninguna,Mujer,ND,NO,6536,1647,102235,26571,6566
2019-04-30,0,SIN DEFINIR,Ninguna,Hombre,entre 12 y 17,SI,38,54,1285,985,42
2019-04-30,0,SIN DEFINIR,Ninguna,Hombre,ND,NO,18712,2303,156547,34177,18758
2019-04-30,0,SIN DEFINIR,Palenquero,Hombre,entre 6 y 11,NO,,,38,18,
2019-04-30,0,SIN DEFINIR,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,131,441,601,322,136
2019-04-30,0,SIN DEFINIR,Ninguna,LGBTI,entre 29 y 60,SI,2,10,5,4,2
2019-04-30,0,SIN DEFINIR,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,SI,7,24,11,5,9
2019-05-31,20,Cesar,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,16,7,4,4,20
2019-05-31,17,Caldas,Ninguna,LGBTI,entre 61 y 100,SI,1,2,2,2,2
2019-05-31,20,Cesar,Indigena,Mujer,entre 0 y 5,NO,52,57,35,15,55
2019-05-31,81,Arauca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,SI,5,5,2,2,6
2019-05-31,44,La Guajira,Indigena,Mujer,entre 61 y 100,SI,86,80,71,64,100
2019-05-31,66,Risaralda,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,SI,1,1,1,1,2
2019-05-31,99,Vichada,Indigena,Hombre,entre 0 y 5,NO,32,5,1,1,36
2019-05-31,81,Arauca,Ninguna,Mujer,ND,NO,956,785,25,11,1012
2019-05-31,25,Cundinamarca,Negro(a) o Afrocolombiano(a),Hombre,ND,SI,,1,,,
2019-05-31,17,Caldas,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,SI,15,11,8,8,21
2019-05-31,8,Atlantico,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,SI,1,3,3,2,1
2019-05-31,27,Choco,Gitano(a) ROM,Mujer,entre 18 y 28,NO,107,17,14,14,121
2019-05-31,47,Magdalena,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,2473,2606,1749,1666,2706
2019-05-31,27,Choco,Ninguna,Hombre,entre 12 y 17,SI,204,77,62,61,224
2019-05-31,50,Meta,Gitano(a) ROM,Mujer,entre 12 y 17,SI,1,,1,1,1
2019-05-31,99,Vichada,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,80,49,24,21,88
2019-05-31,97,Vaupes,Ninguna,Hombre,entre 6 y 11,SI,10,4,1,1,11
2019-05-31,47,Magdalena,Gitano(a) ROM,Mujer,entre 12 y 17,SI,1,1,,,1
2019-05-31,52,Nariño,Negro(a) o Afrocolombiano(a),Hombre,ND,SI,30,15,4,3,34
2019-05-31,73,Tolima,Gitano(a) ROM,Hombre,entre 0 y 5,NO,,1,,,
2019-05-31,91,Amazonas,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,3,10,13,13,3
2019-05-31,52,Nariño,Indigena,Hombre,entre 0 y 5,NO,116,111,55,41,150
2019-05-31,68,Santander,Indigena,Mujer,entre 29 y 60,SI,15,15,11,11,20
2019-05-31,52,Nariño,Palenquero,Hombre,entre 6 y 11,NO,7,2,4,3,8
2019-05-31,91,Amazonas,Ninguna,LGBTI,entre 18 y 28,NO,2,,,,4
2019-05-31,94,Guainia,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,NO,5,6,4,4,7
2019-05-31,88,Archip.De San Andres Providencia y Santa Catalina,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,,1,,,
2019-05-31,99,Vichada,Ninguna,Hombre,entre 6 y 11,NO,1629,420,345,317,1702
2019-05-31,70,Sucre,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,NO,5011,4545,3591,3294,5634
2019-05-31,97,Vaupes,Indigena,Mujer,entre 0 y 5,NO,15,7,3,2,15
2019-05-31,66,Risaralda,Indigena,Mujer,entre 61 y 100,NO,153,231,157,142,213
2019-05-31,52,Nariño,Gitano(a) ROM,Mujer,ND,NO,2,2,,,2
2019-05-31,76,Valle del Cauca,Palenquero,Mujer,entre 12 y 17,SI,,1,1,1,
2019-05-31,73,Tolima,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,7,10,5,5,11
2019-05-31,27,Choco,Palenquero,Hombre,entre 0 y 5,NO,1,,,,1
2019-05-31,73,Tolima,Ninguna,Hombre,entre 29 y 60,SI,2821,2145,1864,1772,4120
2019-05-31,5,Antioquia,Indigena,Hombre,entre 0 y 5,NO,160,232,75,67,181
2019-05-31,8,Atlantico,Gitano(a) ROM,Mujer,entre 12 y 17,NO,12,18,23,22,13
2019-05-31,27,Choco,Gitano(a) ROM,Mujer,entre 29 y 60,NO,181,33,31,31,208
2019-05-31,5,Antioquia,Indigena,Mujer,entre 0 y 5,NO,150,203,80,59,171
2019-05-31,18,Caqueta,Ninguna,Mujer,entre 29 y 60,SI,2585,1751,1523,1473,4153
2019-05-31,85,Casanare,Gitano(a) ROM,Hombre,entre 6 y 11,NO,1,,2,2,1
2019-05-31,17,Caldas,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,SI,2,3,2,2,2
2019-05-31,81,Arauca,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,NO,280,139,122,118,351
2019-05-31,63,Quindio,Ninguna,Hombre,entre 0 y 5,SI,3,10,6,5,3
2019-05-31,11,Bogota D.C.,Palenquero,Mujer,entre 0 y 5,NO,,1,1,,
2019-05-31,99,Vichada,Ninguna,Mujer,entre 12 y 17,SI,20,10,5,5,23
2019-05-31,44,La Guajira,Gitano(a) ROM,Mujer,entre 12 y 17,NO,13,14,11,10,13
2019-05-31,97,Vaupes,Ninguna,Hombre,entre 0 y 5,NO,306,156,86,61,331
2019-05-31,95,Guaviare,Gitano(a) ROM,Mujer,entre 18 y 28,SI,1,1,,,2
2019-05-31,76,Valle del Cauca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,32,27,25,24,40
2019-05-31,19,Cauca,Ninguna,Hombre,entre 0 y 5,NO,9699,7108,5244,4713,10295
2019-05-31,23,Cordoba,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,14,11,8,8,16
2019-05-31,18,Caqueta,Indigena,Hombre,entre 6 y 11,SI,4,2,2,2,4
2019-05-31,41,Huila,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,NO,291,230,199,192,329
2019-05-31,86,Putumayo,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,23,12,11,8,25
2019-05-31,85,Casanare,Ninguna,LGBTI,entre 12 y 17,NO,1,2,2,2,1
2019-05-31,97,Vaupes,Gitano(a) ROM,Hombre,entre 18 y 28,NO,,,1,1,
2019-05-31,68,Santander,Gitano(a) ROM,Hombre,entre 6 y 11,SI,,1,1,1,
2019-05-31,5,Antioquia,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,SI,69,75,63,58,84
2019-05-31,95,Guaviare,Indigena,Mujer,entre 29 y 60,NO,614,467,344,332,802
2019-05-31,11,Bogota D.C.,Negro(a) o Afrocolombiano(a),Hombre,ND,SI,,13,,,
2019-05-31,47,Magdalena,Ninguna,Mujer,entre 12 y 17,SI,323,220,200,158,374
2019-05-31,23,Cordoba,Gitano(a) ROM,Mujer,entre 18 y 28,NO,180,35,44,42,211
2019-05-31,18,Caqueta,Ninguna,Hombre,ND,SI,30,22,1,1,35
2019-05-31,18,Caqueta,Ninguna,LGBTI,entre 61 y 100,SI,2,1,1,1,11
2019-05-31,94,Guainia,Gitano(a) ROM,Mujer,entre 29 y 60,NO,3,,1,1,3
2019-05-31,17,Caldas,Ninguna,LGBTI,entre 12 y 17,NO,1,1,1,,1
2019-05-31,54,Norte De Santander,Indigena,LGBTI,entre 18 y 28,NO,1,1,1,,4
2019-05-31,13,Bolivar,Ninguna,Hombre,entre 18 y 28,NO,69934,51313,35099,31818,76441
2019-05-31,76,Valle del Cauca,Palenquero,LGBTI,entre 18 y 28,NO,1,1,,,1
2019-05-31,11,Bogota D.C.,Raizal del Archipielago de San Andres y Providencia,Hombre,ND,NO,,2,,,
2019-05-31,11,Bogota D.C.,Gitano(a) ROM,Hombre,ND,SI,,,1,,
2019-05-31,66,Risaralda,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,NO,156,438,288,268,186
2019-05-31,95,Guaviare,Ninguna,Hombre,entre 61 y 100,SI,513,274,174,152,730
2019-05-31,54,Norte De Santander,Negro(a) o Afrocolombiano(a),Mujer,ND,SI,1,,,,1
2019-05-31,15,Boyaca,Indigena,LGBTI,entre 12 y 17,NO,,1,,,
2019-05-31,18,Caqueta,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,8,9,5,5,15
2019-05-31,47,Magdalena,Ninguna,Mujer,entre 61 y 100,SI,2445,2355,1832,1600,3333
2019-05-31,50,Meta,Gitano(a) ROM,Mujer,entre 12 y 17,NO,80,29,46,43,85
2019-05-31,15,Boyaca,Ninguna,Mujer,entre 0 y 5,NO,889,970,929,809,910
2019-05-31,66,Risaralda,Ninguna,No Informa,entre 6 y 11,NO,1,,,,2
2019-05-31,95,Guaviare,Ninguna,Mujer,ND,SI,9,4,,,9
2019-05-31,85,Casanare,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,1,2,4,4,1
2019-05-31,11,Bogota D.C.,Indigena,Mujer,entre 0 y 5,SI,,2,1,1,
2019-05-31,17,Caldas,Indigena,Mujer,entre 61 y 100,SI,17,12,10,9,23
2019-05-31,13,Bolivar,Gitano(a) ROM,Mujer,entre 6 y 11,NO,31,6,11,9,32
2019-05-31,86,Putumayo,Indigena,Mujer,entre 6 y 11,NO,291,228,181,173,349
2019-05-31,15,Boyaca,Ninguna,Hombre,entre 12 y 17,NO,2157,2276,1937,1695,2353
2019-05-31,18,Caqueta,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,26,14,12,11,31
2019-05-31,73,Tolima,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,38,46,33,31,51
2019-05-31,54,Norte De Santander,Gitano(a) ROM,Hombre,ND,NO,1,2,,,1
2019-05-31,41,Huila,Gitano(a) ROM,Hombre,entre 18 y 28,NO,215,201,145,143,230
2019-05-31,18,Caqueta,Gitano(a) ROM,Hombre,entre 29 y 60,NO,379,149,149,143,479
2019-05-31,17,Caldas,Ninguna,Hombre,entre 0 y 5,NO,2726,2217,1797,1560,2808
2019-05-31,15,Boyaca,Ninguna,Mujer,entre 18 y 28,NO,4362,4219,3024,2710,4944
2019-05-31,17,Caldas,Gitano(a) ROM,Mujer,entre 6 y 11,NO,7,6,4,4,7
2019-05-31,8,Atlantico,Negro(a) o Afrocolombiano(a),Hombre,ND,SI,,1,,,
2019-05-31,66,Risaralda,Ninguna,LGBTI,entre 61 y 100,NO,2,3,2,2,3
2019-05-31,68,Santander,Gitano(a) ROM,Mujer,entre 29 y 60,SI,6,6,5,5,11
2019-05-31,86,Putumayo,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,1532,769,730,699,2002
2019-05-31,91,Amazonas,Indigena,Mujer,entre 61 y 100,NO,28,16,17,13,45
2019-05-31,5,Antioquia,Palenquero,Mujer,entre 18 y 28,NO,7,7,3,2,9
2019-05-31,81,Arauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,92,95,62,62,112
2019-05-31,85,Casanare,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,SI,1,,,,1
2019-05-31,95,Guaviare,Indigena,Hombre,entre 18 y 28,SI,11,6,6,5,15
2019-05-31,94,Guainia,Indigena,Mujer,entre 6 y 11,SI,1,1,,,1
2019-05-31,52,Nariño,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,SI,13,14,7,7,31
2019-05-31,68,Santander,Ninguna,Hombre,entre 18 y 28,NO,20715,29103,19614,17989,22854
2019-05-31,99,Vichada,Indigena,Hombre,entre 12 y 17,SI,4,,1,1,4
2019-05-31,86,Putumayo,Palenquero,Hombre,entre 29 y 60,NO,5,4,4,3,8
2019-05-31,66,Risaralda,Ninguna,Hombre,ND,NO,912,1116,51,21,954
2019-05-31,66,Risaralda,Indigena,Hombre,entre 18 y 28,SI,15,18,14,13,20
2019-05-31,23,Cordoba,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,51,15,23,15,62
2019-05-31,20,Cesar,Indigena,Mujer,entre 12 y 17,NO,646,759,580,556,686
2019-05-31,73,Tolima,Indigena,Hombre,entre 12 y 17,NO,487,144,170,158,573
2019-05-31,73,Tolima,Indigena,Hombre,entre 0 y 5,NO,29,7,11,6,43
2019-05-31,18,Caqueta,Palenquero,Mujer,entre 29 y 60,NO,7,3,1,1,16
2019-05-31,50,Meta,Ninguna,Hombre,entre 6 y 11,NO,12996,13480,11489,10776,14005
2019-05-31,94,Guainia,Indigena,Mujer,entre 12 y 17,SI,1,2,1,1,1
2019-05-31,66,Risaralda,Indigena,Mujer,entre 29 y 60,NO,911,1233,855,817,1242
2019-05-31,18,Caqueta,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,108,82,73,72,127
2019-05-31,27,Choco,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,30,34,19,19,33
2019-05-31,81,Arauca,Gitano(a) ROM,Hombre,entre 12 y 17,NO,38,10,19,19,45
2019-05-31,13,Bolivar,Palenquero,Mujer,entre 18 y 28,NO,93,92,80,61,110
2019-05-31,23,Cordoba,Palenquero,Hombre,entre 12 y 17,NO,1,,1,,1
2019-05-31,63,Quindio,Indigena,Mujer,entre 29 y 60,SI,2,10,7,7,4
2019-05-31,23,Cordoba,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,NO,1,1,,,1
2019-05-31,8,Atlantico,Ninguna,Hombre,entre 0 y 5,SI,,13,13,10,
2019-05-31,63,Quindio,Indigena,Mujer,entre 18 y 28,NO,29,196,113,107,32
2019-05-31,13,Bolivar,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,25,14,13,12,30
2019-05-31,5,Antioquia,Indigena,Hombre,entre 6 y 11,NO,806,949,401,371,983
2019-05-31,15,Boyaca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,9,3,3,2,13
2019-05-31,5,Antioquia,Indigena,Hombre,entre 0 y 5,SI,1,5,,,1
